DataPoint #,Frame Axle Mount Inset,Frame FCC Loading Style,Frame FCC Loading Style - Flush,Frame FCC Loading Style - Hanging,Frame Overbody Height,Frame Shape,Frame Shape - Box,Frame Shape - MUTT,Frame Shape - Protector,Frame Shape - SMSS,Frame Underbody Length,Frame Underbody Width,Offload Generator Present,Offload Generator Height,Offload Generator Length,Offload Generator Width,Running Gear Type,Running Gear Type - Four-Wheeled,Running Gear Type - Six-Wheeled,Running Gear Type - Eight-Wheeled,Running Gear Type - Oval Track,Running Gear Type - Trapazoidal Track,Running Gear Type - Parallelogram Track,Running Gear Type - Mattrack,Running Gear Back Mount Inset,Running Gear Front Mount Inset,Running Gear Drive Gear Radius,Running Gear Drive Gear Radius - 5,Running Gear Drive Gear Radius - 6,Running Gear Drive Gear Radius - 7,Running Gear Drive Gear Width,Running Gear Track Thickness,Running Gear Track Width,Running Gear Mattrack Ground Contract Length,Running Gear Mattrack Inset Length,Running Gear Mattrack Length,Running Gear Mattrack Track Width,Running Gear Road Wheel Radius,Running Gear Road Wheel Radius - 3.5,Running Gear Road Wheel Radius - 4,Running Gear Road Wheel Radius - 5,Running Gear Road Wheel Radius - 6,Running Gear Road Wheel Radius - 7,Running Gear Road Wheel Width,Running Gear Wheel Contact Patch Arc,Running Gear Wheel Radius,Running Gear Wheel Width,Steering Type Name,Steering Type Name - Pivot,Steering Type Name - Skid,Steering Type Name - Single Ackerman,Steering Type Name - Dual Ackerman,Winch Present,Winch Stowed Width,Back Deck Overhang in,Running Gear Contact Patch Area in2,SMET FCC Length in,SMET FCC CtoC Turning Diameter in
299,11,1,1,0,9,2,0,1,0,0,121,21,1,29.071,36.857,17.286,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,17,1,4,0,0,0,1,1,6,22,0,165,82.11959275
300,8,1,1,0,17,4,0,0,0,1,124,37,2,0,0,0,4,0,0,0,1,0,0,0,4.5,7,2,0,1,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,17,1,4,0,0,0,1,1,7.127,0,0,131.127,185.6759194
301,2,2,0,1,1,2,0,1,0,0,131,56,1,31.603,23.858,20.213,5,0,0,0,0,1,0,0,5.5,9,3,0,0,1,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,20,1,3,0,0,1,0,0,0,3.5,3810,141.5,227.8118844
302,13,1,1,0,6,3,0,0,1,0,63,36,2,0,0,0,5,0,0,0,0,1,0,0,7,6,1,1,0,0,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,20,1,4,0,0,0,1,1,6.132,0,1110,69.132,139.8426761
303,1,1,1,0,10,2,0,1,0,0,58,29,1,27.862,38.289,21.33,1,1,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,1,1,0,0,0,0,0,14,73.29335661,86,86
304,3,2,0,1,20,4,0,0,0,1,91,54,2,0,0,0,5,0,0,0,0,1,0,0,5,6,1,1,0,0,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,18,1,2,0,1,0,0,0,0,2,2380,96,195.2331939
305,15,1,1,0,21,2,0,1,0,0,106,57,2,0,0,0,2,0,1,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,4,0,0,0,1,1,7.995,4,139.2573776,117.995,147.9716283
306,4,2,0,1,0,1,1,0,0,0,97,28,1,26.448,32.474,12.238,2,0,1,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,4,0,0,0,1,1,5.253,12,117.2693706,121,115.7825647
307,3,2,0,1,0,1,1,0,0,0,39,52,1,29.425,28.968,24.298,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,15,1,3,0,0,1,0,0,0,30,0,99,164.7463952
308,10,1,1,0,5,2,0,1,0,0,42,47,1,22.422,28.872,23.846,6,0,0,0,0,0,1,0,13,6,1,1,0,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,12,1,1,1,0,0,0,0,0,3,377.58,45,45
309,11,2,0,1,16,3,0,0,1,0,110,38,2,0,0,0,6,0,0,0,0,0,1,0,22,6,1,1,0,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,13,1,2,0,1,0,0,1,4.355,11,1745.632,125.355,186.4346428
310,6,1,1,0,0,1,1,0,0,0,92,53,1,36.009,37.237,19.749,6,0,0,0,0,0,1,0,16,7,2,0,1,0,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,13,1,3,0,0,1,0,0,0,10,1864.408,103,246.7791398
311,14,2,0,1,12,2,0,1,0,0,84,55,2,0,0,0,4,0,0,0,1,0,0,0,7,7,2,0,1,0,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,18,1,4,0,0,0,1,1,8.256,0,0,92.256,103.5726989
312,15,2,0,1,27,3,0,0,1,0,91,41,1,17.258,27.697,26.44,1,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,0,0,0,63.52090906,91,109.5536398
313,12,1,1,0,7,2,0,1,0,0,128,24,2,0,0,0,1,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,2,0,1,0,0,1,5.321,1,63.52090906,134.321,136.4482724
314,10,2,0,1,0,1,1,0,0,0,60,44,2,0,0,0,3,0,0,1,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,2,0,1,0,0,0,0,2,117.2693706,64,125.5388386
315,9,2,0,1,14,2,0,1,0,0,56,42,2,0,0,0,3,0,0,1,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,2,0,1,0,0,1,5.88,6,146.5867132,68,79.92496481
316,13,1,1,0,0,1,1,0,0,0,66,58,1,22.822,32.046,17.827,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,19,1,2,0,1,0,0,1,3.429,20,0,106,157.136883
317,2,2,0,1,0,1,1,0,0,0,116,32,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,19,1,1,1,0,0,0,1,7.718,31,0,178,185.4400173
318,11,1,1,0,24,2,0,1,0,0,46,28,1,12.857,36.872,12.963,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,12,1,4,0,0,0,1,1,5.13,22,0,90,42.81687097
319,11,2,0,1,26,4,0,0,0,1,57,16,2,0,0,0,1,1,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,2,0,1,0,0,1,3.489,9,97.72447548,75,91.26335519
320,14,1,1,0,22,3,0,0,1,0,80,42,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,2,0,1,0,0,1,3.185,6,195.448951,92,124.579292
321,13,2,0,1,28,4,0,0,0,1,114,31,1,26.074,27.332,20.929,2,0,1,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,2,0,1,0,0,1,7.58,2,109.9400349,123.58,148.3105404
322,12,1,1,0,15,4,0,0,0,1,104,48,2,0,0,0,6,0,0,0,0,0,1,0,12.5,8,2,0,1,0,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,1,0,0,0,1,7.999,0.5,2111.592,112.499,135.7645941
323,15,1,1,0,0,1,1,0,0,0,72,22,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,16,1,1,1,0,0,0,1,8.505,18,0,108,110.2179659
324,7,1,1,0,0,1,1,0,0,0,91,40,2,0,0,0,6,0,0,0,0,0,1,0,20,9,3,0,0,1,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,12,1,1,1,0,0,0,1,7.038,13,1787.58,111.038,131.2609517
325,15,1,1,0,11,3,0,0,1,0,61,43,2,0,0,0,3,0,0,1,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,4,0,0,0,1,0,0,4,185.6765034,69,99.85684838
326,12,2,0,1,20,2,0,1,0,0,55,42,1,18.736,29.546,23.867,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,18,1,3,0,0,1,0,1,5.572,21,0,97,122.2769167
327,8,2,0,1,15,4,0,0,0,1,74,22,2,0,0,0,4,0,0,0,1,0,0,0,6,7,1,1,0,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,14,1,2,0,1,0,0,0,0,0,0,74,129.2749009
328,0,1,1,0,29,2,0,1,0,0,104,20,1,26.978,32.254,21.668,1,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,3,0,0,1,0,1,3.426,14,68.40713283,132,112.9749827
329,5,2,0,1,14,3,0,0,1,0,93,18,2,0,0,0,6,0,0,0,0,0,1,0,19,8,3,0,0,1,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,13,1,2,0,1,0,0,0,0,14,1836.408,110,147.3227749
330,13,1,1,0,29,4,0,0,0,1,65,23,1,30.774,25.374,25.774,5,0,0,0,0,1,0,0,8,8,3,0,0,1,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,13,1,4,0,0,0,1,0,0,0,1170,65,115.0774153
331,9,1,1,0,13,2,0,1,0,0,59,27,2,0,0,0,5,0,0,0,0,1,0,0,9,9,3,0,0,1,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,16,1,2,0,1,0,0,0,0,0,1148,59,71.84705979
332,5,1,1,0,25,3,0,0,1,0,108,46,2,0,0,0,2,0,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,2,0,1,0,0,1,2.997,7,87.95202793,122,152.8005236
333,7,2,0,1,32,4,0,0,0,1,75,47,2,0,0,0,2,0,1,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,4,0,0,0,1,1,6.914,9,117.2693706,93,141.2667016
334,12,1,1,0,5,4,0,0,0,1,59,16,1,19.191,34.13,17.69,6,0,0,0,0,0,1,0,14,8,2,0,1,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,16,1,1,1,0,0,0,1,2.348,2,756,63.348,77.12956051
335,14,2,0,1,9,3,0,0,1,0,109,54,2,0,0,0,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,2,0,1,0,0,1,7.851,0,53.74846151,116.851,173.3151932
336,7,1,1,0,4,3,0,0,1,0,110,46,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,1,1,0,0,0,0,0,13,195.448951,136,143.5687988
337,13,1,1,0,5,2,0,1,0,0,92,44,2,0,0,0,5,0,0,0,0,1,0,0,6,6,1,1,0,0,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,18,1,4,0,0,0,1,1,3.033,0,1848,95.033,98.74639517
338,14,2,0,1,0,1,1,0,0,0,37,58,2,0,0,0,3,0,0,1,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,4,0,0,0,1,0,0,0,107.496923,37,140.022956
339,15,1,1,0,0,1,1,0,0,0,84,53,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,18,1,2,0,1,0,0,1,2.475,18,0,120,160.1124605
340,6,1,1,0,0,1,1,0,0,0,46,27,2,0,0,0,2,0,1,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,2,0,1,0,0,0,0,7,95.28136359,60,80.72174428
341,2,1,1,0,11,3,0,0,1,0,46,29,1,25.025,25.847,23.195,5,0,0,0,0,1,0,0,9,7,1,1,0,0,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,18,1,4,0,0,0,1,0,0,7,1260,58,128.9295242
342,5,1,1,0,0,1,1,0,0,0,118,30,1,13.726,32.302,29.078,4,0,0,0,1,0,0,0,4.5,6,1,1,0,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,19,1,1,1,0,0,0,1,2.94,0,0,120.94,134.1286084
343,6,1,1,0,16,2,0,1,0,0,89,51,1,28.292,35.633,18.561,4,0,0,0,1,0,0,0,7,6,1,1,0,0,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,15,1,1,1,0,0,0,0,0,1,0,90,90
344,5,2,0,1,4,2,0,1,0,0,92,16,2,0,0,0,3,0,0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,1,1,0,0,0,0,0,9,136.8142657,110,110
345,4,2,0,1,8,4,0,0,0,1,65,57,1,36.234,35.234,14.975,6,0,0,0,0,0,1,0,13,6,1,1,0,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,17,1,2,0,1,0,0,1,4.327,9,1427.58,78.327,195.3871002
346,10,1,1,0,11,4,0,0,0,1,100,46,2,0,0,0,1,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,1,6.417,3,63.52090906,109.417,118.6932175
347,11,1,1,0,0,1,1,0,0,0,107,38,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,11,1,3,0,0,1,0,1,7.567,22,0,151,180.952836
348,4,1,1,0,14,2,0,1,0,0,84,55,2,0,0,0,5,0,0,0,0,1,0,0,6,8,3,0,0,1,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,19,1,3,0,0,1,0,1,5.705,2,2128,91.705,245.8401828
349,7,2,0,1,32,4,0,0,0,1,67,45,2,0,0,0,2,0,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,3,0,0,1,0,1,5.86,5,87.95202793,77.86,157.3814815
350,5,2,0,1,12,4,0,0,0,1,45,28,1,17.877,33.269,21.235,2,0,1,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,2,0,1,0,0,0,0,8,95.28136359,61,97.45255256
351,0,2,0,1,0,4,0,0,0,1,66,23,2,0,0,0,5,0,0,0,0,1,0,0,6,8,3,0,0,1,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,19,1,3,0,0,1,0,0,0,6,1980,80,192.4927903
352,7,1,1,0,0,1,1,0,0,0,64,36,1,32.163,29.755,20.07,5,0,0,0,0,1,0,0,6,8,3,0,0,1,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,19,1,3,0,0,1,0,1,5.913,0,1500,69.913,178.7369624
353,2,2,0,1,7,2,0,1,0,0,131,17,1,21.818,38.225,14.018,4,0,0,0,1,0,0,0,4.5,7,2,0,1,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,17,1,4,0,0,0,1,0,0,2.5,0,138.5,110.4059422
354,9,2,0,1,0,1,1,0,0,0,73,26,1,28.082,24.053,12.048,1,1,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,2,0,1,0,0,1,2.179,8,83.06580416,89,114.4770719
355,8,2,0,1,20,2,0,1,0,0,110,47,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,2,0,1,0,0,1,2.734,12,195.448951,134,163.6826197
356,5,2,0,1,25,2,0,1,0,0,39,33,2,0,0,0,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,3,0,0,1,0,0,0,14,92.8382517,67,58.92571632
357,15,2,0,1,11,3,0,0,1,0,40,55,1,25.434,27.39,27.916,1,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,1,8.262,0,63.52090906,48.262,89.18643756
358,1,1,1,0,0,1,1,0,0,0,99,31,1,19.136,36.521,25.043,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,18,1,4,0,0,0,1,0,0,32,0,163,121.8848535
359,13,1,1,0,0,1,1,0,0,0,95,40,2,0,0,0,4,0,0,0,1,0,0,0,4.5,7,2,0,1,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,15,1,3,0,0,1,0,0,0,0,0,95,210.1970081
360,13,2,0,1,0,1,1,0,0,0,44,44,1,13.801,35.768,19.295,5,0,0,0,0,1,0,0,8,6,1,1,0,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,12,1,1,1,0,0,0,1,7.134,0,504,51.134,105.2553369
361,5,2,0,1,8,3,0,0,1,0,66,48,1,14.161,31.256,27.414,6,0,0,0,0,0,1,0,13,6,1,1,0,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,13,1,4,0,0,0,1,0,0,8,1397.58,75,195.5726989
362,13,1,1,0,15,4,0,0,0,1,91,36,1,37.787,32.643,17.967,6,0,0,0,0,0,1,0,16,8,3,0,0,1,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,15,1,4,0,0,0,1,1,8.542,3,1484,102.542,154.1290255
363,13,1,1,0,0,4,0,0,0,1,84,58,2,0,0,0,1,1,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,1,1,0,0,0,1,3.286,3,78.17958038,90.286,107.3105857
364,14,1,1,0,0,1,1,0,0,0,65,33,2,0,0,0,3,0,0,1,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,2,0,1,0,0,0,0,2,156.3591608,69,95.48298278
365,0,1,1,0,0,1,1,0,0,0,70,17,2,0,0,0,1,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,2,0,1,0,0,0,0,13,63.52090906,96,101.8430165
366,15,1,1,0,6,4,0,0,0,1,75,49,2,0,0,0,4,0,0,0,1,0,0,0,7,9,3,0,0,1,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,11,1,3,0,0,1,0,1,5.382,0,0,80.382,195.5632661
367,4,2,0,1,17,4,0,0,0,1,97,36,2,0,0,0,3,0,0,1,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,2,0,1,0,0,1,8.035,12,156.3591608,121,152.0032894
368,0,1,1,0,0,1,1,0,0,0,83,18,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,16,1,1,1,0,0,0,1,3.849,33,0,149,150.0833102
369,5,1,1,0,10,4,0,0,0,1,71,47,2,0,0,0,5,0,0,0,0,1,0,0,9,9,3,0,0,1,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,20,1,1,1,0,0,0,1,7.481,4,1830,82.481,112.8366756
370,12,2,0,1,26,3,0,0,1,0,46,22,1,25.255,29.47,24.981,4,0,0,0,1,0,0,0,5,8,3,0,0,1,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,16,1,2,0,1,0,0,0,0,0,0,46,115.5508546
371,5,1,1,0,13,3,0,0,1,0,34,41,2,0,0,0,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,3,0,0,1,0,1,3.978,8,127.0418181,50,103.4557652
372,10,2,0,1,27,3,0,0,1,0,91,18,2,0,0,0,5,0,0,0,0,1,0,0,4.5,7,2,0,1,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,20,1,4,0,0,0,1,1,4.797,0,2130,95.797,144.8332433
373,1,1,1,0,0,1,1,0,0,0,116,57,2,0,0,0,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,4,0,0,0,1,1,4.402,18,92.8382517,152,164.9574424
374,13,1,1,0,0,1,1,0,0,0,47,22,2,0,0,0,2,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,2,0,1,0,0,1,6.797,5,131.9280419,58.797,73.43764164
375,15,2,0,1,31,3,0,0,1,0,101,38,2,0,0,0,3,0,0,1,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,1,1,0,0,0,0,0,0,107.496923,101,116.46888
376,5,2,0,1,0,1,1,0,0,0,82,16,1,34.68,27.631,12.604,4,0,0,0,1,0,0,0,6,7,1,1,0,0,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,15,1,3,0,0,1,0,1,6.257,1,0,89.257,185.9012258
377,12,1,1,0,32,3,0,0,1,0,115,36,1,10.03,30.204,20.441,5,0,0,0,0,1,0,0,6,8,2,0,1,0,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,12,1,3,0,0,1,0,1,4.919,0,2730,119.919,229.3612715
378,13,1,1,0,20,2,0,1,0,0,50,26,1,37.258,35.631,20.584,3,0,0,1,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,1,1,0,0,0,0,0,3,156.3591608,56,56
379,8,2,0,1,15,2,0,1,0,0,85,45,1,14.915,27.744,26.036,6,0,0,0,0,0,1,0,13,7,2,0,1,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,19,1,3,0,0,1,0,0,0,5,1830,90,145.1970081
380,8,1,1,0,9,4,0,0,0,1,67,56,1,15.584,23.591,27.328,3,0,0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,3,0,0,1,0,1,8.628,6,136.8142657,81.628,157.5935011
381,7,1,1,0,28,4,0,0,0,1,125,32,1,20.025,30.592,28.992,6,0,0,0,0,0,1,0,13,8,3,0,0,1,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,13,1,3,0,0,1,0,0,0,6,2867.592,132,243.0560565
382,5,2,0,1,16,2,0,1,0,0,91,57,2,0,0,0,4,0,0,0,1,0,0,0,7,7,1,1,0,0,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,15,1,2,0,1,0,0,1,5.635,2,0,98.635,184.5666905
383,8,1,1,0,0,1,1,0,0,0,36,17,1,35.3,29.9,14.44,5,0,0,0,0,1,0,0,6,6,1,1,0,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,18,1,4,0,0,0,1,1,2.031,0,600,38.031,91.34739248
384,0,1,1,0,0,1,1,0,0,0,90,23,2,0,0,0,5,0,0,0,0,1,0,0,5.5,9,3,0,0,1,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,17,1,2,0,1,0,0,1,4.977,5.5,2700,104.5,138.5685751
385,2,2,0,1,29,4,0,0,0,1,53,25,1,17.173,38.434,21.312,1,1,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,2,0,1,0,0,1,4.72,16,87.95202793,85,110.1135777
386,4,1,1,0,0,1,1,0,0,0,88,52,2,0,0,0,2,0,1,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,1,4.445,9,95.28136359,106,118.0677771
387,11,1,1,0,23,3,0,0,1,0,86,36,1,19.386,32.23,15.331,2,0,1,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,1,1,0,0,0,0,0,6,124.5987062,98,104.4030651
388,6,2,0,1,25,3,0,0,1,0,64,39,1,19.136,35.713,28.142,1,1,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,1,1,0,0,0,1,2.86,12,87.95202793,88,105.9481005
389,14,2,0,1,0,1,1,0,0,0,60,45,1,28.476,31.52,23.561,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,2,0,1,0,0,0,0,5,92.8382517,70,130.3840481
390,4,1,1,0,0,1,1,0,0,0,66,22,2,0,0,0,4,0,0,0,1,0,0,0,8,6,1,1,0,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,12,1,4,0,0,0,1,0,0,4,0,72,121.8074382
391,11,2,0,1,2,2,0,1,0,0,90,47,1,18.382,27.29,19.042,1,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,2,0,1,0,0,1,4.874,3,68.40713283,97.874,108.5740295
392,0,1,1,0,0,1,1,0,0,0,103,50,1,18.162,24.843,11.811,1,1,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,4,0,0,0,1,0,0,17,83.06580416,137,146.0404962
393,5,2,0,1,10,3,0,0,1,0,95,18,2,0,0,0,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,18,1,1,1,0,0,0,1,4.05,28,0,151,155.7080602
394,0,2,0,1,13,4,0,0,0,1,54,42,1,32.368,24.117,13.465,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,3,0,0,1,0,0,0,19,92.8382517,92,152.2754718
395,3,2,0,1,0,1,1,0,0,0,126,56,1,22.697,27.921,22.444,3,0,0,1,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,2,0,1,0,0,0,0,16,185.6765034,158,205.8834622
396,12,1,1,0,0,1,1,0,0,0,76,22,2,0,0,0,6,0,0,0,0,0,1,0,19,6,1,1,0,0,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,15,1,1,1,0,0,0,0,0,7,952.74,83,97.94386147
397,6,1,1,0,9,2,0,1,0,0,99,58,2,0,0,0,6,0,0,0,0,0,1,0,19,8,3,0,0,1,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,18,1,1,1,0,0,0,1,5.558,13,1948.408,117.558,117.558
398,12,1,1,0,9,4,0,0,0,1,37,56,2,0,0,0,5,0,0,0,0,1,0,0,5.5,8,2,0,1,0,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,18,1,1,1,0,0,0,1,6.621,0,390,43.621,96.43024236
399,7,2,0,1,0,1,1,0,0,0,93,40,2,0,0,0,4,0,0,0,1,0,0,0,6,7,2,0,1,0,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,15,1,4,0,0,0,1,1,5.102,0,0,98.102,190.7722003
